N_unmapped	1213440	1213440	1213440
N_multimapping	1726723	1726723	1726723
N_noFeature	2221611	34936211	2498806
N_ambiguous	3806276	83014	791173
ENSMUSG00000104478	0	0	0
ENSMUSG00000104385	0	0	0
ENSMUSG00000101231	0	0	0
ENSMUSG00000102135	2	0	2
ENSMUSG00000103282	0	0	0
ENSMUSG00000101097	0	0	0
ENSMUSG00000100764	4	0	6
ENSMUSG00000102534	0	0	0
ENSMUSG00000100831	0	0	0
ENSMUSG00000100884	0	0	0
ENSMUSG00000100635	1	0	1
ENSMUSG00000102213	0	0	0
ENSMUSG00000100480	10	0	10
ENSMUSG00000089037	0	0	0
ENSMUSG00000103629	0	0	0
ENSMUSG00002076531	0	0	0
ENSMUSG00000100025	0	0	0
ENSMUSG00000051285	2738	19	2733
ENSMUSG00000098201	0	0	0
ENSMUSG00000103509	58	0	58
ENSMUSG00000048538	2	0	2
ENSMUSG00000103709	0	0	0
ENSMUSG00000077244	0	0	0
ENSMUSG00000102768	0	0	0
ENSMUSG00000103498	0	0	0
ENSMUSG00000103067	0	0	0
ENSMUSG00000102320	0	0	0
ENSMUSG00000104226	0	0	0
ENSMUSG00000103903	0	0	0
ENSMUSG00000103557	0	0	0
ENSMUSG00000026312	593	1	592
ENSMUSG00000100290	0	0	0
ENSMUSG00000100758	0	0	0
ENSMUSG00000099926	0	0	0
ENSMUSG00000039748	18	1	23
ENSMUSG00000118715	0	0	0
ENSMUSG00000104158	1	0	1
ENSMUSG00000103540	3	0	3
ENSMUSG00000057363	1004	1	1003
ENSMUSG00000047216	407	1	406
ENSMUSG00000102788	1	0	1
ENSMUSG00000102160	4	0	4
ENSMUSG00000101253	0	0	2
ENSMUSG00000101846	0	2	0
ENSMUSG00000090243	0	0	0
ENSMUSG00000100701	0	0	1
ENSMUSG00000100555	8	0	8
ENSMUSG00000101395	0	0	0
ENSMUSG00000102728	0	0	0
ENSMUSG00000088848	0	0	0
ENSMUSG00002075225	0	0	0
ENSMUSG00000038702	517	3	514
ENSMUSG00000101875	1	0	1
ENSMUSG00000099732	0	0	0
ENSMUSG00000101220	0	0	0
ENSMUSG00000100020	0	0	0
ENSMUSG00000088691	0	0	0
ENSMUSG00000099884	0	0	0
ENSMUSG00000100304	0	0	0
ENSMUSG00000101453	0	0	0
ENSMUSG00000102105	0	0	0
ENSMUSG00000099943	0	0	0
ENSMUSG00002075119	0	0	0
ENSMUSG00000101687	0	0	0
ENSMUSG00000055214	512	6	508
ENSMUSG00000078184	3	0	3
ENSMUSG00000104363	0	0	0
ENSMUSG00000103277	1	1	0
ENSMUSG00000104157	48	0	48
ENSMUSG00000102446	0	0	0
ENSMUSG00000104248	0	0	0
ENSMUSG00000103471	0	0	0
ENSMUSG00000087875	0	0	0
ENSMUSG00000033007	350	9	523
ENSMUSG00000070695	813	7	851
ENSMUSG00000025909	608	44	564
ENSMUSG00002076179	0	0	0
ENSMUSG00000102033	0	0	0
ENSMUSG00000102647	0	0	0
ENSMUSG00000086235	1	0	1
ENSMUSG00000102253	0	0	0
ENSMUSG00002074990	0	0	0
ENSMUSG00000094429	0	0	0
ENSMUSG00000103884	0	0	0
ENSMUSG00000084353	0	0	0
ENSMUSG00000103933	0	0	0
ENSMUSG00002075967	0	0	0
ENSMUSG00000086195	0	0	0
ENSMUSG00000104504	0	0	0
ENSMUSG00000066693	0	0	0
ENSMUSG00000102316	9	0	9
ENSMUSG00000103819	0	0	0
ENSMUSG00000102871	1	1	0
ENSMUSG00000101571	0	0	0
ENSMUSG00000104428	0	0	0
ENSMUSG00000102272	0	0	0
ENSMUSG00000065625	0	0	0
ENSMUSG00000103411	3	0	3
ENSMUSG00000061024	281	5	1025
ENSMUSG00000102030	6	6	0
ENSMUSG00000025911	513	19	703
ENSMUSG00000081441	4	0	4
ENSMUSG00000067879	641	1	810
ENSMUSG00000099827	0	0	0
ENSMUSG00000057335	1985	7	2183
ENSMUSG00000103634	0	0	0
ENSMUSG00000104154	35	0	35
ENSMUSG00000065573	0	0	0
ENSMUSG00002076271	0	0	0
ENSMUSG00000025912	145	2	143
ENSMUSG00000045210	1752	6	2021
ENSMUSG00000041763	1182	11	1528
ENSMUSG00000026504	1114	406	801
ENSMUSG00000103367	0	7	0
ENSMUSG00000103584	0	0	0
ENSMUSG00002076339	0	0	0
ENSMUSG00000102475	2	0	2
ENSMUSG00000047343	6	5	1
ENSMUSG00000102211	1	0	1
ENSMUSG00000090106	0	0	0
ENSMUSG00000103251	1	0	1
ENSMUSG00000091844	0	0	0
ENSMUSG00000026483	62	0	67
ENSMUSG00000082528	0	0	0
ENSMUSG00000082012	0	0	0
ENSMUSG00000101763	0	0	0
ENSMUSG00000098611	0	0	0
ENSMUSG00000100534	12	0	12
ENSMUSG00000102904	0	0	0
ENSMUSG00002076350	0	0	0
ENSMUSG00000019699	2912	77	2928
ENSMUSG00000104391	9	0	9
ENSMUSG00000102133	6	0	6
ENSMUSG00000102749	0	0	0
ENSMUSG00000103163	0	0	0
ENSMUSG00000103646	5	0	5
